time,cell1,cell2,cell3,cell4,total,throttle
14999,4.147,4.171,8.318,0.000,0.000,60
15499,4.117,4.053,8.170,0.000,0.000,60
16000,4.029,4.156,8.185,0.000,0.000,60
16500,4.039,4.102,8.141,0.000,0.000,60
17000,4.098,4.014,8.111,0.000,0.000,60
17500,4.029,4.112,8.141,0.000,0.000,60
18000,4.019,4.107,8.126,0.000,0.000,60
18500,4.039,4.043,8.082,0.000,0.000,60
19000,4.019,4.151,8.170,0.000,0.000,60
19500,4.019,4.063,8.082,0.000,0.000,60
20000,4.058,4.023,8.082,0.000,0.000,60
20500,4.029,4.038,8.067,0.000,0.000,60
21000,4.029,4.067,8.096,0.000,0.000,60
21500,4.009,4.146,8.155,0.000,0.000,60
22000,4.009,4.146,8.155,0.000,0.000,60
22500,4.019,4.033,8.052,0.000,0.000,60
23000,4.019,4.018,8.037,0.000,0.000,60
23500,4.029,4.053,8.082,0.000,0.000,60
24000,4.000,4.082,8.082,0.000,0.000,60
24500,4.000,4.126,8.126,0.000,0.000,60
25000,4.049,3.989,8.037,0.000,0.000,60
25500,4.049,3.989,8.037,0.000,0.000,60
26000,4.039,3.999,8.037,0.000,0.000,60
26500,4.049,3.989,8.037,0.000,0.000,60
27000,4.058,3.964,8.023,0.000,0.000,60
27500,4.019,4.063,8.082,0.000,0.000,60
28000,3.990,4.121,8.111,0.000,0.000,60
28500,3.990,4.121,8.111,0.000,0.000,60
29000,4.049,3.974,8.023,0.000,0.000,60
29500,3.990,4.062,8.052,0.000,0.000,60
30000,3.990,4.077,8.067,0.000,0.000,60
30500,4.029,3.994,8.023,0.000,0.000,60
31000,4.019,3.989,8.008,0.000,0.000,60
31500,4.049,3.959,8.008,0.000,0.000,60
32000,4.039,3.969,8.008,0.000,0.000,60
32500,4.039,3.984,8.023,0.000,0.000,60
33000,4.000,4.023,8.023,0.000,0.000,60
33500,4.029,3.979,8.008,0.000,0.000,60
34000,3.990,4.003,7.993,0.000,0.000,60
34500,4.039,3.984,8.023,0.000,0.000,60
35000,4.049,3.945,7.993,0.000,0.000,60
35500,4.019,4.004,8.023,0.000,0.000,60
36000,4.009,3.984,7.993,0.000,0.000,60
36500,4.029,3.964,7.993,0.000,0.000,60
37000,3.970,4.112,8.082,0.000,0.000,60
37500,3.970,4.112,8.082,0.000,0.000,60
38000,4.000,4.053,8.052,0.000,0.000,60
38500,4.029,3.964,7.993,0.000,0.000,60
39000,4.039,3.969,8.008,0.000,0.000,60
39500,3.980,4.043,8.023,0.000,0.000,60
40000,4.029,3.964,7.993,0.000,0.000,60
40500,3.970,4.082,8.052,0.000,0.000,60
41000,3.990,4.003,7.993,0.000,0.000,60
41500,4.039,3.954,7.993,0.000,0.000,60
42000,3.970,4.097,8.067,0.000,0.000,60
42500,3.970,4.112,8.082,0.000,0.000,60
43000,4.009,3.999,8.008,0.000,0.000,60
43500,3.990,4.003,7.993,0.000,0.000,60
44000,4.039,3.940,7.978,0.000,0.000,60
44500,4.029,3.950,7.978,0.000,0.000,60
45000,4.009,3.999,8.008,0.000,0.000,60
45500,4.029,3.964,7.993,0.000,0.000,60
46000,4.019,3.959,7.978,0.000,0.000,60
46500,4.019,3.959,7.978,0.000,0.000,60
47000,4.009,3.984,7.993,0.000,0.000,60
47500,3.980,3.999,7.978,0.000,0.000,60
