time,cell1,cell2,cell3,cell4,total,throttle
Старт цикла: 10с работа, 5с пауза
14999,4.186,4.206,8.391,0.000,0.000,0
15499,4.176,4.171,8.347,0.000,0.000,50
16000,4.156,4.088,8.244,0.000,0.000,50
16500,4.166,4.122,8.288,0.000,0.000,50
17000,4.137,4.107,8.244,0.000,0.000,50
17500,4.166,4.092,8.259,0.000,0.000,50
18000,4.156,4.132,8.288,0.000,0.000,50
18500,4.107,4.181,8.288,0.000,0.000,50
19000,4.156,4.088,8.244,0.000,0.000,50
19500,4.127,4.087,8.214,0.000,0.000,50
20000,4.156,4.102,8.259,0.000,0.000,50
20500,4.107,4.181,8.288,0.000,0.000,50
21000,4.156,4.102,8.259,0.000,0.000,50
21500,4.137,4.122,8.259,0.000,0.000,50
22000,4.117,4.171,8.288,0.000,0.000,50
22500,4.156,4.088,8.244,0.000,0.000,50
23000,4.117,4.127,8.244,0.000,0.000,50
23500,4.117,4.127,8.244,0.000,0.000,50
24000,4.147,4.112,8.259,0.000,0.000,50
24500,4.137,4.092,8.229,0.000,0.000,50
25000,4.098,4.191,8.288,0.000,0.000,0
25500,4.156,4.176,8.332,0.000,0.000,0
26000,4.166,4.166,8.332,0.000,0.000,0
26500,4.166,4.181,8.347,0.000,0.000,0
27000,4.166,4.181,8.347,0.000,0.000,0
27500,4.166,4.181,8.347,0.000,0.000,0
28000,4.166,4.181,8.347,0.000,0.000,0
28500,4.166,4.181,8.347,0.000,0.000,0
29000,4.166,4.181,8.347,0.000,0.000,0
29500,4.166,4.181,8.347,0.000,0.000,0
30000,4.166,4.181,8.347,0.000,0.000,50
30500,4.166,4.181,8.347,0.000,0.000,50
31000,4.068,4.205,8.273,0.000,0.000,50
31500,4.117,4.127,8.244,0.000,0.000,50
32000,4.147,4.083,8.229,0.000,0.000,50
32500,4.107,4.166,8.273,0.000,0.000,50
33000,4.147,4.097,8.244,0.000,0.000,50
33500,4.098,4.205,8.303,0.000,0.000,50
34000,4.147,4.068,8.214,0.000,0.000,50
34500,4.127,4.102,8.229,0.000,0.000,50
35000,4.127,4.087,8.214,0.000,0.000,50
35500,4.137,4.107,8.244,0.000,0.000,50
