time,cell1,cell2,cell3,cell4,total,throttle
14999,4.098,4.117,8.214,0.000,0.000,80
15499,4.078,4.077,8.155,0.000,0.000,80
16000,3.941,3.831,7.772,0.000,0.000,80
16500,3.911,3.890,7.802,0.000,0.000,80
17000,3.970,3.817,7.787,0.000,0.000,80
17500,3.882,3.890,7.772,0.000,0.000,80
18000,3.941,3.876,7.816,0.000,0.000,80
18500,3.872,3.900,7.772,0.000,0.000,80
19000,3.862,3.983,7.846,0.000,0.000,80
19500,3.872,3.959,7.831,0.000,0.000,80
20000,3.902,3.826,7.728,0.000,0.000,80
20500,3.872,3.856,7.728,0.000,0.000,80
21000,3.862,3.983,7.846,0.000,0.000,80
21500,3.921,3.762,7.684,0.000,0.000,80
22000,3.872,3.900,7.772,0.000,0.000,80
22500,3.853,3.919,7.772,0.000,0.000,80
23000,3.833,3.954,7.787,0.000,0.000,80
23500,3.853,3.816,7.669,0.000,0.000,80
24000,3.843,3.944,7.787,0.000,0.000,80
24500,3.892,3.821,7.713,0.000,0.000,80
25000,3.813,3.914,7.728,0.000,0.000,80
25500,3.843,3.826,7.669,0.000,0.000,80
26000,3.843,3.811,7.654,0.000,0.000,80
26500,3.853,3.772,7.625,0.000,0.000,80
27000,3.951,3.703,7.654,0.000,0.000,80
27500,3.794,3.860,7.654,0.000,0.000,80
28000,3.882,3.757,7.639,0.000,0.000,80
28500,3.833,3.777,7.610,0.000,0.000,80
29000,3.803,3.821,7.625,0.000,0.000,80
29500,3.882,3.728,7.610,0.000,0.000,80
30000,3.813,3.914,7.728,0.000,0.000,80
30500,3.843,3.782,7.625,0.000,0.000,80
31000,3.813,3.929,7.743,0.000,0.000,80
31500,3.813,3.855,7.669,0.000,0.000,80
32000,3.803,3.821,7.625,0.000,0.000,80
32500,3.803,3.924,7.728,0.025,0.025,80
33000,3.813,3.870,7.684,0.000,0.000,80
33500,3.813,3.811,7.625,0.000,0.000,80
34000,3.803,3.806,7.610,0.000,0.000,80
34500,3.843,3.797,7.639,0.000,0.000,80
35000,3.803,3.821,7.625,0.000,0.000,80
35500,3.784,3.855,7.639,0.000,0.000,80
36000,3.813,3.914,7.728,0.000,0.000,80
36500,3.862,3.733,7.595,0.000,0.000,80
37000,3.862,3.733,7.595,0.000,0.000,80
37500,3.843,3.782,7.625,0.000,0.000,80
38000,3.853,3.728,7.580,0.000,0.000,80
38500,3.803,3.792,7.595,0.000,0.000,80
39000,3.784,3.841,7.625,0.000,0.000,80
39500,3.794,3.905,7.698,0.000,0.000,80
40000,3.774,3.821,7.595,0.000,0.000,80
40500,3.794,3.801,7.595,0.000,0.000,80
41000,3.813,3.752,7.566,0.000,0.000,80
41500,3.853,3.743,7.595,0.000,0.000,80
42000,3.794,3.846,7.639,0.000,0.000,80
42500,3.784,3.900,7.684,0.000,0.000,80
43000,3.784,3.811,7.595,0.000,0.000,80
43500,3.794,3.787,7.580,0.000,0.000,80
44000,3.764,3.831,7.595,0.000,0.000,80
44500,3.774,3.821,7.595,0.000,0.000,80
45000,3.794,3.787,7.580,0.000,0.000,80
45500,3.784,3.782,7.566,0.000,0.000,80
46000,3.794,3.772,7.566,0.000,0.000,80
46500,3.784,3.782,7.566,0.000,0.000,80
47000,3.862,3.674,7.536,0.000,0.000,80
47500,3.853,3.728,7.580,0.000,0.000,80
48000,3.784,3.796,7.580,0.000,0.000,80
48500,3.843,3.693,7.536,0.000,0.000,80
49000,3.774,3.909,7.684,0.000,0.000,80
49500,3.784,3.841,7.625,0.000,0.000,80
50000,3.774,3.836,7.610,0.000,0.000,80
50500,3.774,3.806,7.580,0.000,0.000,80
51000,3.764,3.772,7.536,0.000,0.000,80
51500,3.813,3.737,7.551,0.000,0.000,80
52000,3.764,3.772,7.536,0.000,0.000,80
52500,3.774,3.762,7.536,0.000,0.000,80
53000,3.803,3.762,7.566,0.000,0.000,80
53500,3.774,3.821,7.595,0.000,0.000,80
54000,3.823,3.713,7.536,0.000,0.000,80
54500,3.774,3.895,7.669,0.000,0.000,80
55000,3.754,3.782,7.536,0.000,0.000,80
55500,3.754,3.826,7.580,0.000,0.000,80
56000,3.754,3.855,7.610,0.000,0.000,80
56500,3.794,3.728,7.521,0.000,0.000,80
57000,3.764,3.875,7.639,0.000,0.000,80
57500,3.754,3.811,7.566,0.000,0.000,80
58000,3.764,3.875,7.639,0.000,0.000,80
58500,3.764,3.846,7.610,0.000,0.000,80
59000,3.754,3.826,7.580,0.000,0.000,80
59500,3.754,3.767,7.521,0.000,0.000,80
60000,3.764,3.846,7.610,0.000,0.000,80
60500,3.764,3.757,7.521,0.000,0.000,80
61000,3.754,3.826,7.580,0.000,0.000,80
61500,3.774,3.732,7.507,0.000,0.000,80
62000,3.754,3.826,7.580,0.000,0.000,80
62500,3.764,3.757,7.521,0.000,0.000,80
63000,3.764,3.757,7.521,0.000,0.000,80
63500,3.784,3.693,7.477,0.000,0.000,80
64000,3.813,3.693,7.507,0.000,0.000,80
64500,3.803,3.718,7.521,0.000,0.000,80
65000,3.774,3.703,7.477,0.000,0.000,80
65500,3.754,3.737,7.492,0.000,0.000,80
66000,3.745,3.865,7.610,0.000,0.000,80
66500,3.725,3.796,7.521,0.000,0.000,80
67000,3.735,3.801,7.536,0.000,0.000,80
67500,3.794,3.713,7.507,0.000,0.000,80
68000,3.823,3.654,7.477,0.000,0.000,80
68500,3.745,3.747,7.492,0.000,0.000,80
69000,3.715,3.762,7.477,0.000,0.000,80
69500,3.813,3.634,7.448,0.000,0.000,80
70000,3.735,3.757,7.492,0.000,0.000,80
70500,3.754,3.737,7.492,0.000,0.000,80
71000,3.745,3.747,7.492,0.000,0.000,80
71500,3.813,3.664,7.477,0.000,0.000,80
72000,3.823,3.654,7.477,0.000,0.000,80
72500,3.735,3.742,7.477,0.000,0.000,80
73000,3.813,3.634,7.448,0.000,0.000,80
73500,3.813,3.649,7.462,0.000,0.000,80
74000,3.715,3.747,7.462,0.000,0.000,80
74500,3.803,3.659,7.462,0.000,0.000,80
75000,3.735,3.860,7.595,0.000,0.000,80
75500,3.715,3.762,7.477,0.000,0.000,80
76000,3.735,3.816,7.551,0.000,0.000,80
76500,3.803,3.659,7.462,0.000,0.000,80
77000,3.745,3.791,7.536,0.000,0.000,80
77500,3.735,3.831,7.566,0.000,0.000,80
78000,3.745,3.718,7.462,0.000,0.000,80
78500,3.725,3.781,7.507,0.000,0.000,80
79000,3.735,3.845,7.580,0.000,0.000,80
79500,3.813,3.634,7.448,0.000,0.000,80
80000,3.725,3.737,7.462,0.000,0.000,80
80500,3.715,3.836,7.551,0.000,0.000,80
81000,3.735,3.742,7.477,0.000,0.000,80
81500,3.735,3.816,7.551,0.000,0.000,80
82000,3.774,3.703,7.477,0.000,0.000,80
82500,3.735,3.831,7.566,0.000,0.000,80
83000,3.735,3.816,7.551,0.000,0.000,80
83500,3.745,3.703,7.448,0.000,0.000,80
84000,3.735,3.786,7.521,0.000,0.000,80
84500,3.725,3.752,7.477,0.000,0.000,80
85000,3.715,3.762,7.477,0.000,0.000,80
85500,3.735,3.727,7.462,0.000,0.000,80
86000,3.735,3.757,7.492,0.000,0.000,80
86500,3.705,3.757,7.462,0.000,0.000,80
87000,3.715,3.762,7.477,0.000,0.000,80
87500,3.735,3.831,7.566,0.000,0.000,80
88000,3.803,3.629,7.433,0.000,0.000,80
88500,3.725,3.767,7.492,0.000,0.000,80
89000,3.764,3.742,7.507,0.000,0.000,80
89500,3.794,3.639,7.433,0.000,0.000,80
90000,3.784,3.693,7.477,0.000,0.000,80
90500,3.735,3.786,7.521,0.000,0.000,80
91000,3.725,3.752,7.477,0.000,0.000,80
91500,3.705,3.786,7.492,0.000,0.000,80
92000,3.725,3.826,7.551,0.000,0.000,80
92500,3.745,3.673,7.418,0.000,0.000,80
93000,3.725,3.767,7.492,0.000,0.000,80
93500,3.715,3.791,7.507,0.000,0.000,80
94000,3.686,3.762,7.448,0.000,0.000,80
94500,3.705,3.727,7.433,0.000,0.000,80
95000,3.725,3.693,7.418,0.000,0.000,80
95500,3.784,3.634,7.418,0.000,0.000,80
96000,3.715,3.806,7.521,0.000,0.000,80
96500,3.715,3.791,7.507,0.000,0.000,80
97000,3.725,3.693,7.418,0.000,0.000,80
97500,3.735,3.668,7.403,0.000,0.000,80
98000,3.705,3.816,7.521,0.000,0.000,80
98500,3.705,3.713,7.418,0.000,0.000,80
99000,3.794,3.624,7.418,0.000,0.000,80
99500,3.705,3.713,7.418,0.000,0.000,80
100000,3.764,3.654,7.418,0.000,0.000,80
100500,3.696,3.722,7.418,0.000,0.000,80
101000,3.784,3.605,7.389,0.000,0.000,80
101500,3.794,3.610,7.403,0.000,0.000,80
102000,3.696,3.708,7.403,0.000,0.000,80
102500,3.705,3.698,7.403,0.000,0.000,80
103000,3.754,3.664,7.418,0.000,0.000,80
103500,3.745,3.659,7.403,0.000,0.000,80
104000,3.745,3.718,7.462,0.000,0.000,80
104500,3.774,3.629,7.403,0.000,0.000,80
105000,3.774,3.629,7.403,0.000,0.000,80
105500,3.764,3.669,7.433,0.000,0.000,80
106000,3.745,3.673,7.418,0.000,0.000,80
106500,3.696,3.708,7.403,0.000,0.000,80
107000,3.735,3.683,7.418,0.000,0.000,80
107500,3.764,3.639,7.403,0.000,0.000,80
108000,3.705,3.713,7.418,0.000,0.000,80
108500,3.745,3.629,7.374,0.000,0.000,80
109000,3.686,3.717,7.403,0.000,0.000,80
109500,3.774,3.629,7.403,0.000,0.000,80
110000,3.705,3.713,7.418,0.000,0.000,80
110500,3.705,3.816,7.521,0.000,0.000,80
111000,3.705,3.801,7.507,0.000,0.000,80
111500,3.784,3.605,7.389,0.000,0.000,80
112000,3.696,3.796,7.492,0.000,0.000,80
112500,3.696,3.693,7.389,0.000,0.000,80
113000,3.745,3.762,7.507,0.000,0.000,80
113500,3.686,3.703,7.389,0.000,0.000,80
114000,3.696,3.781,7.477,0.000,0.000,80
114500,3.696,3.722,7.418,0.000,0.000,80
115000,3.696,3.767,7.462,0.000,0.000,80
115500,3.696,3.796,7.492,0.000,0.000,80
116000,3.715,3.644,7.359,0.000,0.000,80
116500,3.705,3.683,7.389,0.000,0.000,80
117000,3.774,3.659,7.433,0.000,0.000,80
117500,3.696,3.722,7.418,0.000,0.000,80
118000,3.725,3.663,7.389,0.000,0.000,80
118500,3.774,3.600,7.374,0.000,0.000,80
119000,3.696,3.752,7.448,0.000,0.000,80
119500,3.686,3.791,7.477,0.000,0.000,80
120000,3.705,3.698,7.403,0.000,0.000,80
120500,3.715,3.629,7.344,0.000,0.000,80
121000,3.705,3.683,7.389,0.000,0.000,80
121500,3.705,3.639,7.344,0.000,0.000,80
122000,3.764,3.610,7.374,0.000,0.000,80
122500,3.676,3.698,7.374,0.000,0.000,80
123000,3.745,3.600,7.344,0.000,0.000,80
123500,3.686,3.791,7.477,0.000,0.000,80
124000,3.686,3.717,7.403,0.025,0.025,80
124500,3.676,3.801,7.477,0.000,0.000,80
125000,3.676,3.683,7.359,0.000,0.000,80
125500,3.764,3.565,7.330,0.000,0.000,80
126000,3.676,3.683,7.359,0.000,0.000,80
126500,3.666,3.708,7.374,0.000,0.000,80
127000,3.715,3.659,7.374,0.000,0.000,80
127500,3.686,3.791,7.477,0.000,0.000,80
128000,3.705,3.654,7.359,0.000,0.000,80
128500,3.676,3.742,7.418,0.000,0.000,80
129000,3.705,3.742,7.448,0.000,0.000,80
129500,3.676,3.668,7.344,0.000,0.000,80
130000,3.676,3.683,7.359,0.000,0.000,80
130500,3.666,3.796,7.462,0.000,0.000,80
131000,3.705,3.624,7.330,0.000,0.000,80
131500,3.676,3.772,7.448,0.000,0.000,80
132000,3.676,3.772,7.448,0.000,0.000,80
132500,3.735,3.624,7.359,0.000,0.000,80
133000,3.676,3.683,7.359,0.000,0.000,80
133500,3.696,3.634,7.330,0.000,0.000,80
134000,3.676,3.668,7.344,0.000,0.000,80
134500,3.715,3.629,7.344,0.000,0.000,80
135000,3.705,3.639,7.344,0.000,0.000,80
135500,3.676,3.772,7.448,0.000,0.000,80
136000,3.745,3.600,7.344,0.000,0.000,80
136500,3.676,3.772,7.448,0.000,0.000,80
137000,3.754,3.575,7.330,0.000,0.000,80
137500,3.754,3.575,7.330,0.000,0.000,80
138000,3.725,3.590,7.315,0.000,0.000,80
138500,3.676,3.654,7.330,0.000,0.000,80
139000,3.725,3.619,7.344,0.000,0.000,80
139500,3.686,3.658,7.344,0.000,0.000,80
140000,3.666,3.752,7.418,0.000,0.000,80
140500,3.676,3.654,7.330,0.000,0.000,80
141000,3.686,3.747,7.433,0.000,0.000,80
141500,3.676,3.757,7.433,0.000,0.000,80
142000,3.686,3.644,7.330,0.000,0.000,80
142500,3.666,3.752,7.418,0.000,0.000,80
143000,3.696,3.663,7.359,0.000,0.000,80
143500,3.705,3.698,7.403,0.000,0.000,80
144000,3.696,3.634,7.330,0.000,0.000,80
144500,3.666,3.781,7.448,0.000,0.000,80
145000,3.676,3.698,7.374,0.000,0.000,80
145500,3.725,3.605,7.330,0.000,0.000,80
146000,3.735,3.580,7.315,0.000,0.000,80
146500,3.647,3.698,7.344,0.000,0.000,80
147000,3.666,3.752,7.418,0.000,0.000,80
147500,3.666,3.752,7.418,0.000,0.000,80
148000,3.666,3.649,7.315,0.000,0.000,80
148500,3.666,3.678,7.344,0.000,0.000,80
149000,3.666,3.767,7.433,0.000,0.000,80
149500,3.676,3.772,7.448,0.000,0.000,80
